Title: "FOL.csv"

4927,PST,'RESERVOIR STORAGE (af)'
19780901,0000,700100
19781001,0000,627600
19781101,0000,638500
19781201,0000,641100
19790101,0000,679700
19790201,0000,706500
19790301,0000,832100
19790401,0000,958700
19790501,0000,973200
19790601,0000,908800
19790701,0000,851800
19790801,0000,792400
19790901,0000,710400
19791001,0000,661900
19791101,0000,612700
19791201,0000,621400
19800101,0000,622500
19800201,0000,667300
19800301,0000,677200
19800401,0000,723600
19800501,0000,841200
19800601,0000,845000
19800701,0000,723900
19800801,0000,694100
19800901,0000,669800
19801001,0000,628200
19801101,0000,635100
19801201,0000,628600
19810101,0000,658300
19810201,0000,709000
19810301,0000,851400
19810401,0000,941900
19810501,0000,881100
19810601,0000,726100
19810701,0000,658300
19810801,0000,617100
19810901,0000,600000
19811001,0000,557400
19811101,0000,625500
19811201,0000,683300
19820101,0000,622900
19820201,0000,650600
19820301,0000,815700
19820401,0000,837100
19820501,0000,997900
19820601,0000,955700
19820701,0000,933200
19820801,0000,839900
19820901,0000,756100
19821001,0000,731200
19821101,0000,675000
19821201,0000,635900
19830101,0000,636900
19830201,0000,655000
19830301,0000,651600
19830401,0000,765700
19830501,0000,821500
19830601,0000,989000
19830701,0000,944700
19830801,0000,841300
19830901,0000,751800
19831001,0000,685500
19831101,0000,625200
19831201,0000,677200
19840101,0000,633500
19840201,0000,682900
19840301,0000,773400
19840401,0000,900600
19840501,0000,986900
19840601,0000,930700
19840701,0000,704700
19840801,0000,685500
19840901,0000,681000
19841001,0000,625600
19841101,0000,633100
19841201,0000,599700
19850101,0000,592200
19850201,0000,633100
19850301,0000,738600
19850401,0000,891700
19850501,0000,879800
19850601,0000,776500
19850701,0000,668700
19850801,0000,606100
19850901,0000,587400
19851001,0000,524100
19851101,0000,515800
19851201,0000,595600
19860101,0000,723100
19860201,0000,614300
19860301,0000,659900
19860401,0000,708400
19860501,0000,909600
19860601,0000,972200
19860701,0000,779900
19860801,0000,679500
19860901,0000,653200
19861001,0000,558500
19861101,0000,507800
19861201,0000,465600
19870101,0000,456100
19870201,0000,545800
19870301,0000,661500
19870401,0000,717100
19870501,0000,736000
19870601,0000,706200
19870701,0000,597300
19870801,0000,517300
19870901,0000,429700
19871001,0000,310400
19871101,0000,261400
19871201,0000,300800
19880101,0000,400500
19880201,0000,446900
19880301,0000,478400
19880401,0000,504300
19880501,0000,485300
19880601,0000,434200
19880701,0000,294700
19880801,0000,242600
19880901,0000,218200
19881001,0000,175600
19881101,0000,198600
19881201,0000,246500
19890101,0000,309500
19890201,0000,397500
19890301,0000,748300
19890401,0000,947500
19890501,0000,944200
19890601,0000,866700
19890701,0000,682300
19890801,0000,598000
19890901,0000,570500
19891001,0000,440600
19891101,0000,341500
19891201,0000,312300
19900101,0000,339700
19900201,0000,378200
19900301,0000,502700
19900401,0000,525200
19900501,0000,566800
19900601,0000,524700
19900701,0000,249000
19900801,0000,191400
19900901,0000,178200
19901001,0000,167965
19901101,0000,172900
19901201,0000,157095
19910101,0000,154955
19910201,0000,167072
19910301,0000,421546
19910401,0000,595910
19910501,0000,742608
19910601,0000,727588
19910701,0000,617375
19910801,0000,528246
19910901,0000,506061
19911001,0000,418871
19911101,0000,407383
19911201,0000,352219
19920101,0000,349300
19920201,0000,501556
19920301,0000,606505
19920401,0000,696087
19920501,0000,656636
19920601,0000,466991
19920701,0000,299171
19920801,0000,192782
19920901,0000,171626
19921001,0000,158000
19921101,0000,157200
19921201,0000,259900
19930101,0000,477700
19930201,0000,504500
19930301,0000,622800
19930401,0000,861400
19930501,0000,953000
19930601,0000,927400
19930701,0000,732800
19930801,0000,614200
19930901,0000,562900
19931001,0000,467526
19931101,0000,429596
19931201,0000,393131
19940101,0000,355148
19940201,0000,377444
19940301,0000,409462
19940401,0000,445594
19940501,0000,471949
19940601,0000,414100
19940701,0000,318576
19940801,0000,249401
19940901,0000,216896
19941001,0000,204796
19941101,0000,189523
19941201,0000,252277
19950101,0000,559076
19950201,0000,574195
19950301,0000,584662
19950401,0000,756744
19950501,0000,743895
19950601,0000,953056
19950701,0000,604576
19950801,0000,574454
19950901,0000,466149
19951001,0000,386400
19951101,0000,307000
19951201,0000,317700
19960101,0000,504000
19960201,0000,361900
19960301,0000,626900
19960401,0000,781700
19960501,0000,936300
19960601,0000,902900
19960701,0000,836500
19960801,0000,762800
19960901,0000,726300
19961001,0000,635400
19961101,0000,564900
19961201,0000,496900
19970101,0000,376200
19970201,0000,403900
19970301,0000,469700
19970401,0000,553000
19970501,0000,623400
19970601,0000,614800
19970701,0000,566100
19970801,0000,545900
19970901,0000,556100
19971001,0000,490952
19971101,0000,433278
19971201,0000,421185
19980101,0000,542030
19980201,0000,558821
19980301,0000,680299
19980401,0000,760124
19980501,0000,752089
19980601,0000,908659
19980701,0000,926916
19980801,0000,833931
19980901,0000,712911
19981001,0000,613800
19981101,0000,555300
19981201,0000,563000
19990101,0000,533200
19990201,0000,495600
19990301,0000,615400
19990401,0000,755600
19990501,0000,910300
19990601,0000,934800
19990701,0000,787300
19990801,0000,752500
19990901,0000,721600
19991001,0000,634800
19991101,0000,580100
19991201,0000,530200
20000101,0000,568000
20000201,0000,599000
20000301,0000,674300
20000401,0000,697300
20000501,0000,775700
20000601,0000,772907
20000701,0000,659600
20000801,0000,655900
20000901,0000,660700
20001001,0000,579500
20001101,0000,560900
20001201,0000,532900
20010101,0000,491800
20010201,0000,524600
20010301,0000,602195
20010401,0000,667500
20010501,0000,695800
20010601,0000,586100
20010701,0000,488900
20010801,0000,430500
20010901,0000,367600
20011001,0000,287404
20011101,0000,261932
20011201,0000,337281
20020101,0000,481044
20020201,0000,602372
20020301,0000,720553
20020401,0000,759131
20020501,0000,822211
20020601,0000,766500
20020701,0000,610358
20020801,0000,546701
20020901,0000,509754
20021001,0000,456772
20021101,0000,446483
20021201,0000,537546
20030101,0000,601048
20030201,0000,531361
20030301,0000,619747
20030401,0000,830606
20030501,0000,962364
20030601,0000,923969
20030701,0000,800125
20030801,0000,699947
20030901,0000,658100
20031001,0000,561872
20031101,0000,498994
20031201,0000,532500
20040101,0000,554000
20040201,0000,617300
20040301,0000,706553
20040401,0000,630205
20040501,0000,634746
20040601,0000,565029
20040701,0000,430309
20040801,0000,390008
20040901,0000,376439
20041001,0000,355407
20041101,0000,326481
20041201,0000,391157
20050101,0000,583360
20050201,0000,609202
20050301,0000,673908
20050401,0000,830086
20050501,0000,959148
20050601,0000,932812
20050701,0000,847402
20050801,0000,743110
20050901,0000,652327
20051001,0000,566821
20051101,0000,516683
20051201,0000,648549
