Title: "CMN.csv"

4718,PST,'RESERVOIR STORAGE (af)'
19871001,0000,109080
19871101,0000,104200
19871201,0000,99430
19880101,0000,108520
19880201,0000,110440
19880301,0000,99400
19880401,0000,88330
19880501,0000,76260
19880601,0000,57960
19880701,0000,37670
19880801,0000,22670
19880901,0000,9630
19881001,0000,9980
19881101,0000,9860
19881201,0000,9650
19890101,0000,9640
19890201,0000,9220
19890301,0000,23000
19890401,0000,80710
19890501,0000,134270
19890601,0000,161950
19890701,0000,148480
19890801,0000,145820
19890901,0000,142890
19891001,0000,151430
19891101,0000,160300
19891201,0000,174700
19900101,0000,189900
19900201,0000,188200
19900301,0000,200300
19900401,0000,190100
19900501,0000,187200
19900601,0000,185600
19900701,0000,179000
19900801,0000,172800
19900901,0000,172800
19901001,0000,170070
19901101,0000,156680
19901201,0000,149970
19910101,0000,144140
19910201,0000,139630
19910301,0000,139750
19910401,0000,130610
19910501,0000,115460
19910601,0000,116230
19910701,0000,114280
19910801,0000,112390
19910901,0000,113730
19911001,0000,121130
19911101,0000,107100
19911201,0000,118910
19920101,0000,116010
19920201,0000,125680
19920301,0000,147460
19920401,0000,135120
19920501,0000,116160
19920601,0000,115710
19920701,0000,115530
19920801,0000,112390
19920901,0000,113220
19921001,0000,113500
19921101,0000,100900
19921201,0000,90200
19930101,0000,133900
19930201,0000,194000
19930301,0000,250900
19930401,0000,279200
19930501,0000,349300
19930601,0000,405400
19930701,0000,354200
19930801,0000,328000
19930901,0000,317500
19931001,0000,306350
19931101,0000,299590
19931201,0000,292340
19940101,0000,278840
19940201,0000,270560
19940301,0000,257950
19940401,0000,239150
19940501,0000,218240
19940601,0000,208304
19940701,0000,202410
19940801,0000,186940
19940901,0000,188880
19941001,0000,193230
19941101,0000,194440
19941201,0000,205520
19950101,0000,247060
19950201,0000,245900
19950301,0000,317901
19950401,0000,275700
19950501,0000,308680
19950601,0000,360840
19950701,0000,381230
19950801,0000,369690
19950901,0000,315730
19951001,0000,272210
19951101,0000,271840
19951201,0000,267110
19960101,0000,289690
19960201,0000,277910
19960301,0000,225750
19960401,0000,247460
19960501,0000,376860
19960601,0000,398280
19960701,0000,335770
19960801,0000,303060
19960901,0000,285050
19961001,0000,302540
19961101,0000,316840
19961201,0000,307970
19970101,0000,359720
19970201,0000,244750
19970301,0000,230280
19970401,0000,255470
19970501,0000,314810
19970601,0000,322720
19970701,0000,305120
19970801,0000,298700
19970901,0000,292840
19971001,0000,313960
19971101,0000,324510
19971201,0000,307190
19980101,0000,321330
19980201,0000,297930
19980301,0000,239210
19980401,0000,255640
19980501,0000,288050
19980601,0000,402690
19980701,0000,333070
19980801,0000,254940
19980901,0000,265180
19981001,0000,292840
19981101,0000,300490
19981201,0000,300740
19990101,0000,318420
19990201,0000,284300
19990301,0000,280820
19990401,0000,283800
19990501,0000,290320
19990601,0000,343100
19990701,0000,325580
19990801,0000,301260
19990901,0000,292590
19991001,0000,312130
19991101,0000,317900
19991201,0000,313430
20000101,0000,309520
20000201,0000,302290
20000301,0000,280820
20000401,0000,291580
20000501,0000,341190
20000601,0000,351330
20000701,0000,324510
20000801,0000,309260
20000901,0000,298700
20001001,0000,316580
20001101,0000,315790
20001201,0000,314220
20010101,0000,296400
20010201,0000,280820
20010301,0000,268330
20010401,0000,270260
20010501,0000,260870
20010601,0000,235145
20010701,0000,221450
20010801,0000,208400
20010901,0000,194790
20011001,0000,204650
20011101,0000,191780
20011201,0000,202560
20020101,0000,239450
20020201,0000,233800
20020301,0000,271730
20020401,0000,295890
20020501,0000,280830
20020601,0000,286050
20020701,0000,263970
20020801,0000,247470
20020901,0000,237620
20021001,0000,250020
20021101,0000,248862
20021201,0000,262305
20030101,0000,282800
20030201,0000,305630
20030301,0000,303830
20030401,0000,312130
20030501,0000,356870
20030601,0000,376860
20030701,0000,324250
20030801,0000,287050
20030901,0000,278840
20031001,0000,289312
20031101,0000,282310
20031201,0000,289877
20040101,0000,310040
20040201,0000,316840
20040301,0000,350780
20040401,0000,357420
20040501,0000,307970
20040601,0000,283740
20040701,0000,264700
20040801,0000,250720
20040901,0000,242630
20041001,0000,250720
20041101,0000,243550
20041201,0000,254230
20050101,0000,307452
20050201,0000,336580
20050301,0000,371740
20050401,0000,372590
20050501,0000,397400
20050601,0000,406540
20050701,0000,367792
20050801,0000,327180
20050901,0000,294870
20051001,0000,310040
20051101,0000,305380
20051201,0000,331480
20060101,0000,264940
20060201,0000,265180
20060301,0000,340100
20060401,0000,355480
20060501,0000,380580
20060601,0000,394760
20060701,0000,356040
20060801,0000,340100
20060901,0000,304340
20061001,0000,313430
20061101,0000,311870
20061201,0000,322390
20070101,0000,m

