Title: "TRM.csv"

5783,PST,'RESERVOIR STORAGE (af)'
19950201,0000,7899
19950301,0000,70942
19950401,0000,44154
19950501,0000,107417
19950601,0000,142638
19950701,0000,105621
19950801,0000,68547
19950901,0000,8396
19951001,0000,10176
19951101,0000,10050
19951201,0000,8215
19960101,0000,11875
19960201,0000,23098
19960301,0000,19589
19960401,0000,93614
19960501,0000,140011
19960601,0000,125008
19960701,0000,44838
19960801,0000,9812
19960901,0000,10653
19961001,0000,7084
19961101,0000,16323
19961201,0000,28523
19970101,0000,91334
19970201,0000,43613
19970301,0000,35896
19970401,0000,88712
19970501,0000,143422
19970601,0000,104537
19970701,0000,42461
19970801,0000,8655
19970901,0000,10205
19971001,0000,7497
19971101,0000,10665
19971201,0000,6749
19980101,0000,9326
19980201,0000,49706
19980301,0000,66038
19980401,0000,95696
19980501,0000,71842
19980601,0000,146889
19980701,0000,143135
19980801,0000,82964
19980901,0000,28685
19981001,0000,21994
19981101,0000,10031
19981201,0000,8655
19990101,0000,11065
19990201,0000,10002
19990301,0000,30861
19990401,0000,66812
19990501,0000,136129
19990601,0000,113666
19990701,0000,41992
19990801,0000,6161
19990901,0000,5847
19991001,0000,5582
19991101,0000,8616
19991201,0000,11509
20000101,0000,22319
20000201,0000,36443
20000301,0000,42909
20000401,0000,89856
20000501,0000,142829
20000601,0000,110027
20000701,0000,39055
20000801,0000,7627
20000901,0000,8168
20001001,0000,12224
20001101,0000,12006
20001201,0000,8583
20010101,0000,15006
20010201,0000,28057
20010301,0000,50037
20010401,0000,98656
20010501,0000,139613
20010601,0000,94914
20010701,0000,14966
20010801,0000,5730
20010901,0000,4407
20011001,0000,4066
20011101,0000,13543
20011201,0000,22183
20020101,0000,20889
20020201,0000,17785
20020301,0000,44463
20020401,0000,100038
20020501,0000,137349
20020601,0000,101314
20020701,0000,29751
20020801,0000,9859
20020901,0000,8890
20021001,0000,8853
20021101,0000,12143
20021201,0000,12956
20030101,0000,16114
20030201,0000,12384
20030301,0000,51722
20030401,0000,100610
20030501,0000,119896
20030601,0000,86156
20030701,0000,14340
20030801,0000,9611
20030901,0000,6128
20031001,0000,5658
20031101,0000,9586
20031201,0000,15586
20040101,0000,15467
20040201,0000,32585
20040301,0000,72134
20040401,0000,104121
20040501,0000,145440
20040601,0000,95090
20040701,0000,29198
20040801,0000,10157
20040901,0000,9274
20041001,0000,13436
20041101,0000,13750
20041201,0000,15991
20050101,0000,8325
20050201,0000,22346
20050301,0000,58813
20050401,0000,80741
20050501,0000,171218
20050601,0000,184017
20050701,0000,121334
20050801,0000,24075
20050901,0000,13693
20051001,0000,14156
20051101,0000,17115
20051201,0000,20039
20060101,0000,19732
20060201,0000,25000
20060301,0000,60450
20060401,0000,132703
20060501,0000,180176
20060601,0000,178397
20060701,0000,106425
20060801,0000,31117
20060901,0000,11109
20061001,0000,13806
20061101,0000,17020
20061201,0000,22931
20070101,0000,m

