Fall,Inflow,Inflow(14day),Inflow(21day),Inflow(28day),Inflow(3day),Inflow(7day),Inflow(7dayForecast),Inflow(t+1),Inflow(t+2),Inflow(t+3),Inflow(t-1),Inflow(t-2),Inflow(t-3),Outflow,Outflow(14day),Outflow(21day),Outflow(28day),Outflow(7day),Spring,Storage,Summer,Winter
0,0.025900669068450847,0.02420548881007169,0.02360989499435202,0.02287855330581551,0.10140071585645442,0.0248173141133886,0.027273798231899578,0.0262654559916292,0.026604881690152824,0.02692309328251873,0.025372070964641034,0.025150040620494,0.024977935202868534,0.02166039990982676,0.019369766351647697,0.018464718503318607,0.017682111290431367,0.020442559826361822,1,0.4498776859238291,0,0
0,0.018570996010259327,0.01887684968544271,0.01867923359141319,0.01834812223550007,0.07462344727004509,0.01878639351152259,0.01802610364464965,0.01847528623874742,0.018289524416207063,0.018139594823395302,0.018625372990461502,0.018681793036393807,0.018745285232930446,0.012953822523594791,0.01287288568890081,0.012470955538100107,0.012121099241206888,0.013108152565671468,1,0.5896867868914808,0,0
0,0.015590522330334245,0.016162384553422397,0.016231621602759087,0.0161625344958445,0.06295609758579979,0.015978900465857475,0.015265538033395174,0.015459481740829704,0.015385437446565974,0.0153222071815332,0.015685940235313278,0.015788737124944024,0.015890897895208245,0.011397096242315679,0.010330278627552474,0.010069303084585216,0.009927914953385172,0.010813229538039213,1,0.5630952380952382,0,0
0,0.029224439353749705,0.026673404964941014,0.02521111986237378,0.023843926449725817,0.11475984830216807,0.02802307410457881,0.030555455516270556,0.029515449284258064,0.02988236293487077,0.03026010040116623,0.02886766446719425,0.0284822544226933,0.028185490058530816,0.024370300545849138,0.021913441182641807,0.02133963867898037,0.020596698560060633,0.022559983120327944,1,0.5017197170645447,0,0
0,0.009157143133153972,0.009201624049400468,0.009049162409770242,0.008846449496521224,0.03680698784240042,0.009241938922880425,0.009042020622170455,0.009128161966082377,0.009105882693896086,0.009077626056001277,0.009191014872168904,0.00921854698088692,0.00924028285619062,0.005114813723548647,0.0034953745712339836,0.0029502914332360164,0.0024459005276642495,0.004153234125738243,1,0.5646599210987726,0,0
0,0.01382206422816283,0.014051731407866652,0.013943174746517174,0.013681901521716488,0.055628152838896626,0.014021148110530516,0.013479214064443884,0.01376696472521494,0.013700345678829575,0.013619153716047416,0.013883131687349412,0.013937537241897455,0.013985419681486937,0.008456177621181895,0.007321542246785498,0.007023180784529154,0.006651733337704108,0.007785149345626489,1,0.5503467868338558,0,0
0,0.011215496885559586,0.011912701886112096,0.011993409076369218,0.01190615349160468,0.04563235353987706,0.011658366823503413,0.010818056775289197,0.01107153035052722,0.01094970076944999,0.0108481761185523,0.01135564670439279,0.011472438220087125,0.011588771729837565,0.008349601025933314,0.007168916227077893,0.006580055077032237,0.006041060232870577,0.007727890671800213,1,0.5979261853448277,0,0
0,0.010966063845194322,0.011005081947191001,0.01072702478671439,0.010301673665509164,0.04419116650860317,0.01110076264246571,0.010443536626793728,0.01088127017645492,0.010754780447467634,0.010603062850095072,0.01103526528972338,0.0110813411882326,0.011108496185452864,0.00709901704749847,0.005380493651987562,0.004512109376824933,0.0038259201164219407,0.0062302823852749345,1,0.5722324583097795,0,0
0,0.014810737851490202,0.014887315438703709,0.01483665237583733,0.014548672051191086,0.05939937805141567,0.014891249592324383,0.014641493750315966,0.014765172131943293,0.01470927191930327,0.014665937510765099,0.01484420751662131,0.014865933439601152,0.014878499243703004,0.012708255694149111,0.011289930400991754,0.010579551438261694,0.009809078069266158,0.011978130467830422,1,0.5355663840469874,0,0
0,0.007439097217107854,0.008098051124670477,0.008369581177865492,0.008522675811385261,0.03028220370732082,0.007776512082894386,0.007146985486071815,0.0073494000979823955,0.007277354219166766,0.007214073922273704,0.0075286742597686215,0.007615849773135533,0.007698582457308815,0.005850485589223218,0.005051616869622575,0.004492517978305728,0.0039474837576568755,0.005539178777617015,1,0.6095144808213872,0,0
0,0.023305338861765196,0.022799493945373926,0.02228139079908,0.0216442578357603,0.0926322893407533,0.022971816584669246,0.023637837755616533,0.023415377725722553,0.023519662156025786,0.02360362991240734,0.023195769747493888,0.023101232623176204,0.023029948108318023,0.015751763910071118,0.014782695472910433,0.013881813439583257,0.013010589947446194,0.01546734725194197,1,0.6660700667866616,0,0
0,0.02877158108349331,0.028513428465846737,0.02797991305604382,0.027260341818951317,0.11516993977809024,0.028875664192502527,0.027883485748465598,0.02874351353975178,0.02874222172811514,0.028553852104008844,0.02877827501651953,0.028798239378176684,0.028821844299900725,0.02163021148130866,0.020732167519001372,0.0200510416587443,0.01910709783946461,0.021227216581000727,1,0.8108559705380826,0,0
0,0.013145861080254272,0.017939329479298133,0.020192474661158685,0.022202071807023507,0.0571272994806358,0.015695832540564166,0.010108035397524234,0.012363325210391934,0.011614158345013694,0.010870880127485591,0.014126866192473001,0.014680180992317132,0.015174391215591394,0.02231579437132505,0.02589151220476792,0.026795705254377127,0.027229201129623362,0.024705276810068573,0,0.44406579873328644,1,0
0,0.0020303310966605353,0.002884685669132805,0.003661957995457568,0.0045798801689903145,0.008603525998082853,0.0023806362489035616,0.0016946219924276354,0.0019404647788802821,0.0018493030907536464,0.0017644563330656234,0.002114692090468665,0.002191118940905205,0.002267383870048447,0.007578402290214772,0.009041708149359902,0.009962384912513155,0.010927391484975556,0.008316693992812547,0,0.22469427573145248,1,0
0,0.002167392347345524,0.0028687791713068486,0.0032739437262075243,0.003752010781369736,0.00910651092489115,0.0024781600091111616,0.0019300022623303448,0.0020997543387527916,0.002038203750933405,0.001979764511509284,0.002240711948660046,0.002313355169888641,0.0023850514589969373,0.007388640782652924,0.009067232567044083,0.00985012319135965,0.010614292581154016,0.00824607815501034,0,0.19790525425578348,1,0
0,0.01474046329845703,0.01971555286406384,0.02181748390436254,0.023704054006897714,0.06300650368440339,0.017356287912714246,0.012132730122542037,0.014058034442046986,0.013361102064080125,0.012695466758946386,0.015421212799739445,0.01610196230102186,0.016742865285185034,0.020919268818955335,0.0232583596989665,0.023942209827789766,0.024669955827871185,0.022489182335801234,0,0.5939542795566503,1,0
0,0.0010181137006582376,0.0013343426013546053,0.0015795433444909706,0.0018630369219816041,0.004256215724026719,0.0011545101049268034,0.0009215414717555555,0.0009910057065802916,0.0009633764049239239,0.0009400478907895378,0.0010488708477851376,0.0010785853797551938,0.0011106457958281492,0.007522077375946172,0.00865676848382904,0.009031095252327762,0.009378965661221568,0.00819782232447574,0,0.20150717514718253,1,0
0,0.0014016156257535565,0.002223105068912279,0.0029214809485185664,0.0038893732638834518,0.006069694412170901,0.0017445328965705138,0.001175049480300264,0.0013311238134905844,0.0012729629304864415,0.00121685720235877,0.0014733405309424116,0.0015543136330753884,0.001640424622399544,0.007477681018041518,0.009669723888963703,0.010571873267798034,0.011563622506020626,0.008736228505037281,0,0.2054802511604774,1,0
0,0.0008617839840410374,0.0010927512925945528,0.0012743625235788246,0.0015456072141025118,0.0035852094613850107,0.0009658429344949722,0.0007468346700321622,0.0008396979196352237,0.000817469364491308,0.0007935309204901681,0.0008842975206611571,0.000907666001709889,0.000931461954972927,0.00613237389569678,0.007203212148353213,0.007728711205200232,0.008293963481659406,0.006702886455237552,0,0.12347729885057471,1,0
0,0.0009600605468841246,0.0016118931045828629,0.0021483231810072866,0.0028324789450746594,0.004204644730879379,0.0012373168226500872,0.0008029119500675079,0.0009071521006872257,0.0008687847175179515,0.0008312933020009438,0.0010166480572205425,0.0010798929217141872,0.0011480432050605237,0.0062398679741554495,0.007932537810100893,0.008787115166553987,0.009478570661056916,0.007093761241584871,0,0.1557618181175805,1,0
0,0.0016793894351923302,0.002242462285697818,0.0026489382724633336,0.0032090092113515024,0.0070974796750570765,0.0019446726532598815,0.0014823782641929237,0.0016241542614336805,0.00157372214626274,0.0015252112545268825,0.0017394276675386886,0.001804869340796219,0.0018737932315298382,0.0062807195622172195,0.007608679492815312,0.008282074024738954,0.009038464265472824,0.006971999769453188,0,0.12395516514916699,1,0
0,0.0007165967636016706,0.000911622664169686,0.0010417920467157215,0.001211147765108001,0.002992305500142492,0.0008064057552097623,0.0006400964954358712,0.0006953393138141677,0.0006738495421710633,0.0006554961155785744,0.0007364602822555668,0.0007591116631766765,0.0007801367911085782,0.0056396130447173105,0.006785275086777746,0.007346498312237036,0.007876424464863198,0.006240032286100162,0,0.15865085035607196,1,0
0,0.0044363160350621164,0.006087964319603369,0.007047788754013562,0.008024104757759033,0.018993741368349523,0.005261062269571002,0.0036459118579584325,0.004219056805263702,0.004002267325151337,0.003800157522728055,0.004649347517686077,0.0048549804427547374,0.005053097372846589,0.01412983568155982,0.015822436072659988,0.01670220733140572,0.0175249641200716,0.015017108954636944,0,0.44118226600985216,1,0
0,0.0033841163096137872,0.004811759003910087,0.005635326153334194,0.006642314173491765,0.014569019725674353,0.004065201018145,0.0028747340467900635,0.0032377535405850788,0.0030991735537190075,0.0029816186947848383,0.003532802297198508,0.003685670078184048,0.003966431040678008,0.013005725959334382,0.014628585390008653,0.015361375540093003,0.016202101317995075,0.013865200664130741,0,0.4200202047413793,1,0
1,0.0009507065864248235,0.0011429643102610096,0.0013738082864949914,0.0016653230827811318,0.0038403349370526216,0.000994202183580756,0.0010250651984931903,0.0009693561094999413,0.0009898915394028797,0.001008750607681089,0.0009553165808928301,0.0009628602082041138,0.0009714515615308533,0.0010194374130387408,0.0018411090569028978,0.002792728661712619,0.003947120669299353,0.001113044248762486,0,0.053347384212305615,0,0
