Fall,Inflow,Inflow(14day),Inflow(21day),Inflow(28day),Inflow(3day),Inflow(7day),Inflow(7dayForecast),Inflow(t+1),Inflow(t+2),Inflow(t+3),Inflow(t-1),Inflow(t-2),Inflow(t-3),Outflow,Outflow(14day),Outflow(21day),Outflow(28day),Outflow(7day),Spring,Storage,Summer,Winter
0,0.06172602873582658,0.11193238527977457,0.10942829546327004,0.11012679907632157,0.3227913514407375,0.10822349753268765,0.14098498136697316,0.107111045967551,0.15282679204296468,0.1520751355800345,0.05296171437806065,0.0915367240556376,0.1165668842712127,0.053938867779869885,0.11184326029916998,0.10991293491603547,0.11041511301960266,0.10699292852337625,1,0.9564195846596939,0,0
0,0.4684765810897524,0.48933118935422226,0.487110628603515,0.47669626311039465,1.8952908681297613,0.48324043561548213,0.4694200574500356,0.4667013502434562,0.466887199368906,0.466206248173258,0.47155275581419703,0.4754020629005127,0.47985946832529996,0.46615272362512844,0.4876164922230726,0.48536938159730114,0.4749775834979853,0.48142442416108727,1,0.9532457310765632,0,0
0,0.3065781215353335,0.2804022221112634,0.2710437412161336,0.26809969971324304,1.2071753125951312,0.2925391116387024,0.31972824397480226,0.30962984677483,0.31303334723897785,0.3164263245126447,0.30338658819373193,0.3001213925187632,0.29708921034730285,0.30567763709274315,0.2796051441220733,0.2701763296579122,0.267229603667654,0.2918085015567342,1,0.9507094133697134,0,0
0,0.38722483023611637,0.3523175854991379,0.3362757615871487,0.3209846973423097,1.520903008686712,0.3684956987697903,0.39922346217415405,0.3902608615494638,0.393582357119502,0.3968874979665008,0.38232138691024964,0.3779695437887178,0.37338724775162824,0.3861811015475905,0.3516123146179311,0.33555551657640564,0.3203426682635059,0.36763250923170127,1,0.9521370852885177,0,0
0,0.7263181235648061,0.7304970113602137,0.7156316446655031,0.6966820809931316,2.9171471630605947,0.7320582018337196,0.7087117520951082,0.7220893043043607,0.7178229022207689,0.7127236647762506,0.7286257089060016,0.7306942674919854,0.7315090630978018,0.7258926860067874,0.7309467166840352,0.716308565000119,0.6974911317959811,0.7320644298444126,1,0.9475223586478703,0,0
0,0.3309363339128935,0.30548742906780507,0.29795395511807343,0.29205685616805194,1.3009944291105149,0.3162083748182506,0.3439850665094725,0.33470981455602566,0.338501136715201,0.34152824727052683,0.32698443810932953,0.32342951603772635,0.3196441410505654,0.33009629586586053,0.3049312622849591,0.2973881949803709,0.2914633071611155,0.3156259767588412,1,0.9551526917829782,0,0
0,0.3796704349848341,0.3778531491364361,0.38016992663437627,0.3847282923840746,1.5156828784510787,0.37764393612092984,0.38175067079586844,0.38014323515997833,0.380940156209907,0.38156906965042897,0.379426600932244,0.37866982329341253,0.37791601924058815,0.37932847259400654,0.37742612094590267,0.3797991487791456,0.38438840088350196,0.37729453976508437,1,0.9433181416128208,0,0
0,0.23858418649439367,0.21461400349088372,0.20314229807328796,0.19256342955426953,0.9365100978644324,0.226238919387517,0.24982455400059622,0.24198745567962984,0.24386230165716713,0.2461356081596687,0.2356998080674132,0.23278123340134996,0.22944486990127572,0.2380846240451846,0.21387432397159367,0.2022914276772287,0.191604129468448,0.22541141288151445,1,0.9652684287063552,0,0
0,0.3399802314350249,0.31338845122796505,0.3021516524183025,0.2911110180488824,1.3385874120092152,0.3255331794585174,0.3542035045445686,0.34362125534145876,0.3472848289417805,0.3507078724739645,0.3364775123177703,0.3329191706222588,0.32921049763416127,0.339398449332717,0.31278411943176915,0.3015622821650355,0.29054663142471654,0.3248871844183763,1,0.965264514173109,0,0
0,0.3820344358605552,0.36495511363072175,0.35176878188164307,0.33759546737700913,1.5163653164397304,0.3743269009299023,0.3889970874964054,0.3840891837915279,0.38612311662045007,0.38828045326867094,0.3801640502620287,0.37791304565458106,0.3762537846625655,0.3813326695628568,0.3646051862773749,0.3514131551551158,0.3373035249508027,0.3738897837868445,1,0.9545732575746217,0,0
