Title: "SHA.csv"

5583,PST,'RESERVOIR STORAGE (af)'
19740901,0000,3658300
19741001,0000,3555400
19741101,0000,3339100
19741201,0000,3204400
19750101,0000,3218000
19750201,0000,3574400
19750301,0000,4046000
19750401,0000,4579100
19750501,0000,4536600
19750601,0000,4402400
19750701,0000,4085900
19750801,0000,3726900
19750901,0000,3569500
19751001,0000,3474700
19751101,0000,3329700
19751201,0000,3036900
19760101,0000,2990800
19760201,0000,3035800
19760301,0000,3170200
19760401,0000,3013700
19760501,0000,2568100
19760601,0000,2130500
19760701,0000,1653800
19760801,0000,1310000
19760901,0000,1295400
19761001,0000,1492600
19761101,0000,1562000
19761201,0000,1599100
19770101,0000,1533000
19770201,0000,1485600
19770301,0000,1460700
19770401,0000,1214100
19770501,0000,1127100
19770601,0000,937700
19770701,0000,680500
19770801,0000,578000
19770901,0000,630600
19771001,0000,656000
19771101,0000,648200
19771201,0000,1172300
19780101,0000,2979700
19780201,0000,3614000
19780301,0000,3982200
19780401,0000,4431900
19780501,0000,4477700
19780601,0000,4290400
19780701,0000,3906500
19780801,0000,3498500
19780901,0000,3427900
19781001,0000,3332100
19781101,0000,3310800
19781201,0000,3335700
19790101,0000,3338700
19790201,0000,3682200
19790301,0000,4137800
19790401,0000,4264000
19790501,0000,4336600
19790601,0000,3965100
19790701,0000,3450500
19790801,0000,3200600
19790901,0000,3141300
19791001,0000,3212000
19791101,0000,3317800
19791201,0000,3380900
19800101,0000,3605500
19800201,0000,3792600
19800301,0000,3869700
19800401,0000,4153800
19800501,0000,4173800
19800601,0000,3919500
19800701,0000,3555500
19800801,0000,3322900
19800901,0000,3320700
19801001,0000,3256900
19801101,0000,3202500
19801201,0000,3190700
19810101,0000,3453500
19810201,0000,3865200
19810301,0000,4320700
19810401,0000,4295900
19810501,0000,3994300
19810601,0000,3608600
19810701,0000,3033000
19810801,0000,2547600
19810901,0000,2480200
19811001,0000,2560200
19811101,0000,3336700
19811201,0000,3492000
19820101,0000,3556300
19820201,0000,3633500
19820301,0000,4062000
19820401,0000,4472700
19820501,0000,4507500
19820601,0000,4375400
19820701,0000,4071200
19820801,0000,3692400
19820901,0000,3486400
19821001,0000,3433400
19821101,0000,3297100
19821201,0000,3255000
19830101,0000,3740300
19830201,0000,3579400
19830301,0000,3725100
19830401,0000,4286100
19830501,0000,4526800
19830601,0000,4471200
19830701,0000,4169900
19830801,0000,3776200
19830901,0000,3616800
19831001,0000,3458000
19831101,0000,3395400
19831201,0000,3457500
19840101,0000,3405200
19840201,0000,3789900
19840301,0000,4133600
19840401,0000,4342700
19840501,0000,4294400
19840601,0000,4070000
19840701,0000,3587400
19840801,0000,3305500
19840901,0000,3240100
19841001,0000,3155400
19841101,0000,3252300
19841201,0000,3105500
19850101,0000,3118200
19850201,0000,3240400
19850301,0000,3445500
19850401,0000,3546900
19850501,0000,3225400
19850601,0000,2856300
19850701,0000,2292100
19850801,0000,1929200
19850901,0000,1977800
19851001,0000,2083100
19851101,0000,2173900
19851201,0000,2422100
19860101,0000,2973900
19860201,0000,3811900
19860301,0000,3703300
19860401,0000,4084800
19860501,0000,4083700
19860601,0000,3801900
19860701,0000,3498000
19860801,0000,3255400
19860901,0000,3211300
19861001,0000,3162426
19861101,0000,3068290
19861201,0000,2973198
19870101,0000,3045350
19870201,0000,3408163
19870301,0000,4182034
19870401,0000,4035750
19870501,0000,3673649
19870601,0000,3151636
19870701,0000,2619930
19870801,0000,2110704
19870901,0000,2108216
19871001,0000,2230534
19871101,0000,2339705
19871201,0000,2915081
19880101,0000,3401029
19880201,0000,3582502
19880301,0000,3576100
19880401,0000,3232964
19880501,0000,2965098
19880601,0000,2590070
19880701,0000,2032300
19880801,0000,1654011
19880901,0000,1585923
19881001,0000,1631499
19881101,0000,1822868
19881201,0000,1774106
19890101,0000,1878483
19890201,0000,1896342
19890301,0000,3288857
19890401,0000,3742643
19890501,0000,3453492
19890601,0000,2988975
19890701,0000,2530617
19890801,0000,2110882
19890901,0000,2095977
19891001,0000,2282688
19891101,0000,2103242
19891201,0000,2053637
19900101,0000,2316671
19900201,0000,2428734
19900301,0000,2709100
19900401,0000,2484182
19900501,0000,2476623
19900601,0000,2357900
19900701,0000,2060968
19900801,0000,1692910
19900901,0000,1637368
19901001,0000,1679211
19901101,0000,1681100
19901201,0000,1625779
19910101,0000,1563761
19910201,0000,1542838
19910301,0000,2020535
19910401,0000,2202204
19910501,0000,2086967
19910601,0000,1828675
19910701,0000,1533742
19910801,0000,1325418
19910901,0000,1339851
19911001,0000,1386373
19911101,0000,1319540
19911201,0000,1301903
19920101,0000,1342876
19920201,0000,1966077
19920301,0000,2388399
19920401,0000,2671050
19920501,0000,2586447
19920601,0000,2411148
19920701,0000,2190862
19920801,0000,1884925
19920901,0000,1683200
19921001,0000,1699550
19921101,0000,1827059
19921201,0000,2088734
19930101,0000,2765045
19930201,0000,3459209
19930301,0000,3791527
19930401,0000,4263394
19930501,0000,4470933
19930601,0000,4320944
19930701,0000,3909772
19930801,0000,3432134
19930901,0000,3101762
19931001,0000,2957021
19931101,0000,2920194
19931201,0000,2961948
19940101,0000,3058411
19940201,0000,3298496
19940301,0000,3495467
19940401,0000,3533731
19940501,0000,3460455
19940601,0000,3265268
19940701,0000,2849680
19940801,0000,2449350
19940901,0000,2101642
19941001,0000,2024178
19941101,0000,2020535
19941201,0000,2042641
19950101,0000,3519356
19950201,0000,3448519
19950301,0000,3927860
19950401,0000,4165106
19950501,0000,4296429
19950601,0000,4237107
19950701,0000,3836077
19950801,0000,3390702
19950901,0000,3136430
19951001,0000,3104548
19951101,0000,3040780
19951201,0000,3267676
19960101,0000,3519356
19960201,0000,3694201
19960301,0000,3882865
19960401,0000,4307671
19960501,0000,4512578
19960601,0000,4194201
19960701,0000,3747388
19960801,0000,3289338
19960901,0000,3088810
19961001,0000,3072426
19961101,0000,3187863
19961201,0000,3840610
19970101,0000,3475932
19970201,0000,3574861
19970301,0000,3799737
19970401,0000,3937079
19970501,0000,3832627
19970601,0000,3470691
19970701,0000,2944938
19970801,0000,2554757
19970901,0000,2308339
19971001,0000,2317049
19971101,0000,2535041
19971201,0000,2734108
19980101,0000,3390210
19980201,0000,3567220
19980301,0000,3552990
19980401,0000,4061175
19980501,0000,4453590
19980601,0000,4482133
19980701,0000,4147365
19980801,0000,3705166
19980901,0000,3441073
19981001,0000,3403984
19981101,0000,3435606
19981201,0000,3269602
19990101,0000,3588122
19990201,0000,3712733
19990301,0000,3863036
19990401,0000,4256240
19990501,0000,4304500
19990601,0000,4116822
19990701,0000,3716927
19990801,0000,3437843
19990901,0000,3327499
19991001,0000,3275136
19991101,0000,3268397
19991201,0000,3227485
20000101,0000,3697073
20000201,0000,3857423
20000301,0000,3751868
20000401,0000,4153279
20000501,0000,4111519
20000601,0000,3825179
20000701,0000,3321200
20000801,0000,3043522
20000901,0000,2985131
20001001,0000,2941357
20001101,0000,2885680
20001201,0000,2910875
20010101,0000,3035294
20010201,0000,3495969
20010301,0000,3955799
20010401,0000,4020071
20010501,0000,3782524
20010601,0000,3283078
20010701,0000,2716074
20010801,0000,2389562
20010901,0000,2199643
20011001,0000,2167051
20011101,0000,2284384
20011201,0000,2986262
20020101,0000,3516585
20020201,0000,3839544
20020301,0000,4136151
20020401,0000,4296717
20020501,0000,4121856
20020601,0000,3678844
20020701,0000,3102924
20020801,0000,2758417
20020901,0000,2558201
20021001,0000,2414071
20021101,0000,2334938
20021201,0000,3223197
20030101,0000,3536772
20030201,0000,3584283
20030301,0000,4103708
20030401,0000,4536624
20030501,0000,4435987
20030601,0000,4088097
20030701,0000,3547162
20030801,0000,3258552
20030901,0000,3159376
20031001,0000,3090889
20031101,0000,3090196
20031201,0000,3345962
20040101,0000,3606500
20040201,0000,3868600
20040301,0000,3905184
20040401,0000,4059792
20040501,0000,3863800
20040601,0000,3360818
20040701,0000,2802297
20040801,0000,2410369
20040901,0000,2182851
20041001,0000,2158914
20041101,0000,2124248
20041201,0000,2417193
20050101,0000,2832031
20050201,0000,3168056
20050301,0000,3827041
20050401,0000,4207234
