Title: "NHG.csv"

5362,PST,'RESERVOIR STORAGE (af)'
19861001,0000,131000
19861101,0000,127400
19861201,0000,125380
19870101,0000,123870
19870201,0000,128960
19870301,0000,144110
19870401,0000,135950
19870501,0000,120520
19870601,0000,104267
19870701,0000,87049
19870801,0000,70078
19870901,0000,59230
19871001,0000,56202
19871101,0000,54121
19871201,0000,52652
19880101,0000,55187
19880201,0000,55250
19880301,0000,55412
19880401,0000,52000
19880501,0000,48302
19880601,0000,39000
19880701,0000,28480
19880801,0000,19448
19880901,0000,15431
19881001,0000,15431
19881101,0000,14933
19881201,0000,16006
19890101,0000,18065
19890201,0000,19880
19890301,0000,38518
19890401,0000,41401
19890501,0000,37473
19890601,0000,32643
19890701,0000,27756
19890801,0000,22191
19890901,0000,21706
19891001,0000,21662
19891101,0000,19673
19891201,0000,17397
19900101,0000,21255
19900201,0000,31507
19900301,0000,42390
19900401,0000,44369
19900501,0000,40820
19900601,0000,36053
19900701,0000,30242
19900801,0000,23592
19900901,0000,20164
19901001,0000,17135
19901101,0000,15604
19901201,0000,15275
19910101,0000,15088
19910201,0000,15438
19910301,0000,54669
19910401,0000,59050
19910501,0000,54528
19910601,0000,47795
19910701,0000,40531
19910801,0000,33453
19910901,0000,27487
19911001,0000,24046
19911101,0000,20930
19911201,0000,19265
19920101,0000,20939
19920201,0000,57212
19920301,0000,70952
19920401,0000,71944
19920501,0000,62201
19920601,0000,51690
19920701,0000,41894
19920801,0000,33232
19920901,0000,29138
19921001,0000,25449
19921101,0000,22255
19921201,0000,27311
19930101,0000,116719
19930201,0000,160193
19930301,0000,197689
19930401,0000,212138
19930501,0000,202465
19930601,0000,189909
19930701,0000,171112
19930801,0000,152387
19930901,0000,137815
19931001,0000,128803
19931101,0000,122816
19931201,0000,119265
19940101,0000,117792
19940201,0000,128623
19940301,0000,127726
19940401,0000,118773
19940501,0000,107469
19940601,0000,90339
19940701,0000,71484
19940801,0000,54106
19940901,0000,40938
19941001,0000,34062
19941101,0000,30440
19941201,0000,30860
19950101,0000,136537
19950201,0000,147967
19950301,0000,248664
19950401,0000,271524
19950501,0000,297103
19950601,0000,285392
19950701,0000,266329
19950801,0000,243081
19950901,0000,222513
19951001,0000,206039
19951101,0000,184202
19951201,0000,181430
19960101,0000,190195
19960201,0000,194357
19960301,0000,221335
19960401,0000,223834
19960501,0000,218577
19960601,0000,202696
19960701,0000,182020
19960801,0000,160831
19960901,0000,148384
19961001,0000,143536
19961101,0000,144028
19961201,0000,172135
19970101,0000,171894
19970201,0000,177944
19970301,0000,180377
19970401,0000,173101
19970501,0000,162783
19970601,0000,150784
19970701,0000,136749
19970801,0000,123468
19970901,0000,113006
19971001,0000,108097
19971101,0000,105344
19971201,0000,105138
19980101,0000,169524
19980201,0000,167854
19980301,0000,214307
19980401,0000,241188
19980501,0000,239665
19980601,0000,237859
19980701,0000,222652
19980801,0000,205042
19980901,0000,191247
19981001,0000,185581
19981101,0000,185675
19981201,0000,182331
19990101,0000,181927
19990201,0000,193939
19990301,0000,203058
19990401,0000,211430
19990501,0000,204479
19990601,0000,192847
19990701,0000,177791
19990801,0000,164396
19990901,0000,154255
19991001,0000,147606
19991101,0000,147884
19991201,0000,147662
20000101,0000,178497
20000201,0000,205906
20000301,0000,198959
20000401,0000,201741
20000501,0000,201052
20000601,0000,190386
20000701,0000,177545
20000801,0000,164425
20000901,0000,155678
20001001,0000,151908
20001101,0000,150840
20001201,0000,150364
20010101,0000,153687
20010201,0000,169494
20010301,0000,184014
20010401,0000,183889
20010501,0000,173555
20010601,0000,160309
20010701,0000,146859
20010801,0000,133476
20010901,0000,123242
20011001,0000,119216
20011101,0000,116743
20011201,0000,131960
20020101,0000,147579
20020201,0000,158545
20020301,0000,181678
20020401,0000,180223
20020501,0000,174130
20020601,0000,163427
20020701,0000,150028
20020801,0000,138055
20020901,0000,128572
20021001,0000,124121
20021101,0000,122116
20021201,0000,134501
20030101,0000,139018
20030201,0000,141362
20030301,0000,144959
20030401,0000,158315
20030501,0000,158257
20030601,0000,146804
20030701,0000,132508
20030801,0000,118675
20030901,0000,108611
20031001,0000,100584
20031101,0000,98892
20031201,0000,105275
20040101,0000,116160
20040201,0000,137735
20040301,0000,146528
20040401,0000,140013
20040501,0000,129705
20040601,0000,117915
20040701,0000,105046
20040801,0000,93162
20040901,0000,83850
20041001,0000,81610
20041101,0000,80208
20041201,0000,95426
20050101,0000,166460
20050201,0000,194035
20050301,0000,237391
20050401,0000,249256
20050501,0000,253947
20050601,0000,246304
20050701,0000,232490
20050801,0000,218646
20050901,0000,206172
20051001,0000,199318
20051101,0000,174282
20051201,0000,193136
20060101,0000,181275
20060201,0000,191726
20060301,0000,255072
20060401,0000,262455
20060501,0000,262990
20060601,0000,247888
20060701,0000,227857
20060801,0000,206937
20060901,0000,192975
20061001,0000,189210
20061101,0000,175803
20061201,0000,171954
20070101,0000,m

