Title: "SCC.csv"

5930,PST,'RESERVOIR STORAGE (af)'
19840101,0000,35955
19840201,0000,29870
19840301,0000,35586
19840401,0000,49330
19840501,0000,59696
19840601,0000,60086
19840701,0000,44932
19840801,0000,28213
19840901,0000,19439
19841001,0000,9805
19841101,0000,13377
19841201,0000,9345
19850101,0000,13049
19850201,0000,15463
19850301,0000,27254
19850401,0000,47303
19850501,0000,55114
19850601,0000,45508
19850701,0000,23289
19850801,0000,18290
19850901,0000,12945
19851001,0000,11378
19851101,0000,11894
19851201,0000,8980
19860101,0000,12203
19860201,0000,48147
19860301,0000,53521
19860401,0000,65191
19860501,0000,80841
19860601,0000,79029
19860701,0000,57229
19860801,0000,31592
19860901,0000,21132
19861001,0000,9820
19861101,0000,9886
19861201,0000,9870
19870101,0000,11694
19870201,0000,14440
19870301,0000,25870
19870401,0000,34150
19870501,0000,34230
19870601,0000,26656
19870701,0000,13641
19870801,0000,6514
19870901,0000,4597
19871001,0000,4216
19871101,0000,6720
19871201,0000,10418
19880101,0000,8760
19880201,0000,13080
19880301,0000,16718
19880401,0000,19961
19880501,0000,22372
19880601,0000,20957
19880701,0000,13546
19880801,0000,9408
19880901,0000,6986
19881001,0000,5559
19881101,0000,7138
19881201,0000,8325
19890101,0000,10774
19890201,0000,17046
19890301,0000,31766
19890401,0000,39157
19890501,0000,41969
19890601,0000,36946
19890701,0000,20541
19890801,0000,11008
19890901,0000,8032
19891001,0000,7118
19891101,0000,7424
19891201,0000,8222
19900101,0000,10096
19900201,0000,12564
19900301,0000,18175
19900401,0000,20213
19900501,0000,22026
19900601,0000,19383
19900701,0000,12678
19900801,0000,8383
19900901,0000,5590
19901001,0000,4252
19901101,0000,4227
19901201,0000,5049
19910101,0000,6732
19910201,0000,7062
19910301,0000,28720
19910401,0000,42023
19910501,0000,44192
19910601,0000,39503
19910701,0000,25109
19910801,0000,13768
19910901,0000,10360
19911001,0000,8067
19911101,0000,9267
19911201,0000,10481
19920101,0000,11383
19920201,0000,18046
19920301,0000,24395
19920401,0000,27194
19920501,0000,26297
19920601,0000,18490
19920701,0000,11615
19920801,0000,6253
19920901,0000,4550
19921001,0000,3884
19921101,0000,5346
19921201,0000,8497
19930101,0000,11912
19930201,0000,18730
19930301,0000,33825
19930401,0000,43883
19930501,0000,53286
19930601,0000,58087
19930701,0000,51096
19930801,0000,35609
19930901,0000,23378
19931001,0000,13129
19931101,0000,10199
19931201,0000,10365
19940101,0000,11194
19940201,0000,18498
19940301,0000,27293
19940401,0000,32784
19940501,0000,39995
19940601,0000,31039
19940701,0000,18397
19940801,0000,10142
19940901,0000,6061
19941001,0000,5261
19941101,0000,6620
19941201,0000,9190
19950101,0000,10817
19950201,0000,15408
19950301,0000,44888
19950401,0000,49236
19950501,0000,80668
19950601,0000,81279
19950701,0000,66773
19950801,0000,47752
19950901,0000,33574
19951001,0000,20327
19951101,0000,10699
19951201,0000,11156
19960101,0000,16061
19960201,0000,35478
19960301,0000,44560
19960401,0000,62646
19960501,0000,76598
19960601,0000,68700
19960701,0000,47108
19960801,0000,15013
19960901,0000,11189
19961001,0000,8460
19961101,0000,18145
19961201,0000,32874
19970101,0000,63936
19970201,0000,39298
19970301,0000,40649
19970401,0000,50253
19970501,0000,62050
19970601,0000,54753
19970701,0000,36074
19970801,0000,16603
19970901,0000,9032
19971001,0000,6782
19971101,0000,10817
19971201,0000,7897
19980101,0000,13049
19980201,0000,59473
19980301,0000,57817
19980401,0000,65310
19980501,0000,81549
19980601,0000,92686
19980701,0000,76412
19980801,0000,44023
19980901,0000,22251
19981001,0000,12086
19981101,0000,7432
19981201,0000,10699
19990101,0000,16951
19990201,0000,19856
19990301,0000,27541
19990401,0000,40308
19990501,0000,46633
19990601,0000,38208
19990701,0000,23585
19990801,0000,10392
19990901,0000,7186
19991001,0000,5679
19991101,0000,6978
19991201,0000,8593
20000101,0000,13465
20000201,0000,30557
20000301,0000,48283
20000401,0000,62996
20000501,0000,73335
20000601,0000,59473
20000701,0000,27820
20000801,0000,10065
20000901,0000,7150
20001001,0000,6126
20001101,0000,7263
20001201,0000,9214
20010101,0000,13315
20010201,0000,20140
20010301,0000,30440
20010401,0000,42472
20010501,0000,45811
20010601,0000,31581
20010701,0000,14599
20010801,0000,9896
20010901,0000,7263
20011001,0000,4979
20011101,0000,7854
20011201,0000,15552
20020101,0000,15360
20020201,0000,21124
20020301,0000,31548
20020401,0000,42050
20020501,0000,43339
20020601,0000,35431
20020701,0000,20034
20020801,0000,9937
20020901,0000,6162
20021001,0000,4255
20021101,0000,11998
20021201,0000,11558
20030101,0000,14011
20030201,0000,21563
20030301,0000,36970
20030401,0000,52871
20030501,0000,73335
20030601,0000,65009
20030701,0000,30091
20030801,0000,12690
20030901,0000,7582
20031001,0000,4436
20031101,0000,6133
20031201,0000,11586
20040101,0000,11139
20040201,0000,20254
20040301,0000,34147
20040401,0000,39401
20040501,0000,41472
20040601,0000,33859
20040701,0000,19558
20040801,0000,8937
20040901,0000,5827
20041001,0000,5820
20041101,0000,7739
20041201,0000,10318
20050101,0000,8956
20050201,0000,15428
20050301,0000,27234
20050401,0000,27561
20050501,0000,38928
20050601,0000,32019
20050701,0000,21385
20050801,0000,6323
20050901,0000,4960
20051001,0000,4954
20051101,0000,5926
20051201,0000,11139
20060101,0000,11090
20060201,0000,16033
20060301,0000,29608
20060401,0000,59326
20060501,0000,49516
20060601,0000,33132
20060701,0000,20001
20060801,0000,12421
20060901,0000,5620
20061001,0000,5880
20061101,0000,6782
20061201,0000,9447
20070101,0000,m

