Title: "WRS.csv"

5874,PST,'RESERVOIR STORAGE (af)'
20031001,0000,207955
20031101,0000,201757
20031201,0000,245306
20040101,0000,245570
20040201,0000,261414
20040301,0000,244699
20040401,0000,240505
20040501,0000,234819
20040601,0000,227087
20040701,0000,219602
20040801,0000,211997
20040901,0000,204571
20041001,0000,199015
20041101,0000,193403
20041201,0000,213148
20050101,0000,244040
20050201,0000,248914
20050301,0000,246310
20050401,0000,243199
20050501,0000,245517
20050601,0000,240740
20050701,0000,233693
20050801,0000,226061
20050901,0000,218623
20051001,0000,211614
20051101,0000,206658
20051201,0000,296292
20060101,0000,248302
20060201,0000,262905
20060301,0000,251429
20060401,0000,245570
20060501,0000,242125
20060601,0000,236876
20060701,0000,229275
20060801,0000,221667
20060901,0000,215196
20061001,0000,209043
20061101,0000,203382
20061201,0000,211017
20070101,0000,m

